,hPa,LBL_g1,PAR_g1,LBL_g2,PAR_g2,LBL_g3,PAR_g3,LBL_g4,PAR_g4,LBL_g5,PAR_g5,LBL_g6,PAR_g6,LBL_g7,PAR_g7,LBL_g8,PAR_g8,LBL_g9,PAR_g9,LBL_g10,PAR_g10,LBL_tot,PAR_tot,PAR - LBL
13,0.0435,0.0,0.0,8.14e-05,0.0,0.21858362,0.05059273,0.75499226,0.91646657,0.26288919,0.23858218,0.01375619,0.01400099,0.04437478,0.03789161,0.00546537,0.00476319,0.00067205,0.00058657,8.208e-05,6.033e-05,1.30089695,1.2629442,-0.03795275
14,0.0611,0.0,0.0,5.47e-06,0.0,0.12259384,0.00629829,0.65840196,0.85297271,0.26854484,0.24797308,0.01631795,0.01656493,0.046008,0.03942706,0.00575913,0.0050259,0.00070691,0.00061851,8.575e-05,6.304e-05,1.11842385,1.1689435,0.05051965
15,0.0856,0.0,0.0,1.2e-07,0.0,0.0741646,0.00034994,0.58190763,0.78560797,0.28583245,0.26928991,0.02056028,0.02087778,0.05011741,0.04313108,0.00646905,0.00565037,0.00079315,0.00069657,9.559e-05,7.046e-05,1.01994028,1.1256741,0.10573382
16,0.1201,0.0,0.0,0.0,0.0,0.04614149,6.14e-06,0.50636382,0.68366245,0.31140658,0.30025933,0.02686462,0.02720739,0.05673838,0.04896819,0.00761485,0.00663928,0.00093755,0.00082399,0.00011243,8.304e-05,0.95617972,1.0676498,0.11147008
17,0.1685,0.0,0.0,0.0,0.0,0.02606093,2e-08,0.41217745,0.5229643,0.33624982,0.3338977,0.03542667,0.0357743,0.06503614,0.05617539,0.00908455,0.00787837,0.00113015,0.0009881,0.00013498,9.932e-05,0.8853007,0.95777751,0.07247681
18,0.2364,0.0,0.0,0.0,0.0,0.01109813,0.0,0.30416069,0.32563934,0.35579829,0.36681481,0.04699652,0.04722727,0.0752606,0.06497539,0.01096152,0.00941975,0.00138536,0.00119778,0.00016513,0.00012022,0.80582623,0.81539457,0.00956834
19,0.3315,0.0,0.0,0.0,0.0,0.00263654,0.0,0.19559664,0.14707862,0.36381991,0.39318691,0.06253563,0.06254208,0.08772434,0.07575072,0.01337332,0.01135111,0.00172503,0.00146725,0.0002058,0.00014719,0.72761721,0.69152388,-0.03609333
20,0.4651,0.0,0.0,0.0,0.0,0.00022133,0.0,0.10412383,0.04044913,0.35278425,0.40382577,0.08307857,0.08324827,0.10259361,0.08943596,0.01648178,0.01388622,0.00217817,0.00183258,0.00026104,0.00018469,0.66172256,0.63286261,-0.02885995
21,0.6524,0.0,0.0,0.0,0.0,3.16e-06,0.0,0.04300274,0.00519494,0.31735744,0.38510637,0.10945801,0.11133315,0.11980505,0.10829732,0.02050588,0.01758408,0.00278506,0.00239504,0.0003366,0.00024786,0.61325394,0.63015875,0.01690481
22,0.9151,0.0,0.0,0.0,0.0,0.0,0.0,0.01212542,0.00020696,0.25480567,0.31315317,0.13966244,0.14488796,0.13519509,0.12757932,0.02491539,0.02156044,0.00346734,0.00300103,0.00042115,0.00031239,0.57059251,0.61070127,0.04010876
23,1.2836,0.0,0.0,0.0,0.0,0.0,0.0,0.00177927,1.46e-06,0.1750033,0.19452162,0.16679342,0.1763765,0.13928299,0.13810298,0.02750773,0.02402805,0.00385206,0.00334453,0.00045786,0.00033396,0.51467664,0.53670911,0.02203247
24,1.8006,0.0,0.0,0.0,0.0,0.0,0.0,8.109e-05,0.0,0.10148967,0.08615428,0.18665376,0.20380035,0.13675572,0.14271299,0.0285368,0.02561983,0.00395161,0.0035141,0.000445,0.00032389,0.45791364,0.46212543,0.00421179
25,2.5257,0.0,0.0,0.0,0.0,0.0,0.0,5.9e-07,0.0,0.04654596,0.02405185,0.19203525,0.21676701,0.13876109,0.14832786,0.03044213,0.02791618,0.00415206,0.00376036,0.00043613,0.00031678,0.41237321,0.42114003,0.00876682
26,3.5428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01482441,0.00327816,0.17027927,0.19966431,0.14657204,0.15741221,0.03418349,0.0319027,0.00459724,0.00421515,0.00044746,0.000325,0.3709039,0.39679753,0.02589363
27,4.9695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00345197,0.00013625,0.12187851,0.13493282,0.15595588,0.16599675,0.04030536,0.03768073,0.00536773,0.0048907,0.00048424,0.00034991,0.32744369,0.34398716,0.01654347
28,6.9709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00084649,7.8e-07,0.06543151,0.05268846,0.15711995,0.17001509,0.04926511,0.04621641,0.00655744,0.00591767,0.00055215,0.00039967,0.27977265,0.27523808,-0.00453457
29,9.7781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019321,0.0,0.02232923,0.00759587,0.13811911,0.15674571,0.06121132,0.05719477,0.00828206,0.00730143,0.00065762,0.00047364,0.23079255,0.22931141,-0.00148114
30,13.7158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.347e-05,0.0,0.00350389,0.00020198,0.09869995,0.11809393,0.07522746,0.07101075,0.01066494,0.00920935,0.00080757,0.0005821,0.18893729,0.19909811,0.01016082
31,19.2394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5e-06,0.0,0.00015895,2.5e-07,0.0565833,0.06010686,0.08824854,0.08544221,0.01384861,0.01167107,0.00101497,0.00072842,0.15985889,0.1579488,-0.00191009
32,26.9872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7e-07,0.0,1.83e-06,0.0,0.02539336,0.01547543,0.09415728,0.09718755,0.01795806,0.01496628,0.00130631,0.00093871,0.13881741,0.12856798,-0.01024943
33,37.8553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-08,0.0,3e-08,0.0,0.00797374,0.00122545,0.08600928,0.097814,0.02278513,0.01911806,0.00170982,0.00123018,0.11847809,0.11938768,0.00090959
34,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,0.00180355,1.292e-05,0.06366769,0.07885103,0.02729377,0.02400222,0.00224306,0.00162658,0.09500809,0.10449275,0.00948466
35,73.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004785,0.0,0.03674449,0.04324309,0.02938013,0.02873314,0.00290919,0.00214236,0.06951232,0.07411859,0.00460627
36,97.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020024,0.0,0.01759009,0.01498185,0.027792,0.03146778,0.00361231,0.00271371,0.04919464,0.04916334,-3.13e-05
37,121.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010958,0.0,0.00807038,0.00363767,0.02410983,0.0316593,0.00425385,0.00328262,0.03654365,0.0385796,0.00203595
38,145.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.778e-05,0.0,0.00383076,0.0006305,0.01999029,0.02963833,0.00480721,0.00382309,0.02869603,0.03409192,0.00539589
39,168.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.627e-05,0.0,0.00205039,7.921e-05,0.01640006,0.02614174,0.00530212,0.00437423,0.02379883,0.03059519,0.00679636
40,192.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.519e-05,0.0,0.00130777,7.31e-06,0.0137068,0.02197197,0.00582777,0.00499586,0.02087753,0.02697514,0.00609761
41,216.5375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.879e-05,0.0,0.00096468,5e-07,0.01165862,0.01774032,0.00639081,0.00578012,0.01904291,0.02352094,0.00447803
42,240.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39e-05,0.0,0.00076815,2e-08,0.00988416,0.01352379,0.00689881,0.00659508,0.01757502,0.02011889,0.00254387
43,264.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.984e-05,0.0,0.00063813,0.0,0.00831403,0.00978818,0.00732191,0.00744071,0.0162939,0.01722888,0.00093498
44,287.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.643e-05,0.0,0.00054388,0.0,0.00694278,0.00672379,0.00765425,0.00831318,0.01515735,0.01503696,-0.00012039
45,311.6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36e-05,0.0,0.00047116,0.0,0.00576262,0.00437099,0.00789407,0.00917978,0.01414145,0.01355077,-0.00059068
46,335.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.127e-05,0.0,0.00041277,0.0,0.00476168,0.00271503,0.00804363,0.01007808,0.01322934,0.01279311,-0.00043623
47,359.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34e-06,0.0,0.00036467,0.0,0.00392468,0.00160132,0.00810877,0.01099714,0.01240747,0.01259846,0.00019099
48,382.9625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76e-06,0.0,0.00032434,0.0,0.0032341,0.00089697,0.00809831,0.01192228,0.0116645,0.01281925,0.00115475
49,406.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45e-06,0.0,0.00028992,0.0,0.0026704,0.00047906,0.00802001,0.01285519,0.01098678,0.01333425,0.00234747
50,430.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38e-06,0.0,0.00026029,0.0,0.00221617,0.0002442,0.00788863,0.0138075,0.01037047,0.01405169,0.00368122
51,454.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48e-06,0.0,0.00023454,0.0,0.00185348,0.00011828,0.007717,0.014762,0.00980951,0.01488028,0.00507077
52,478.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75e-06,0.0,0.00021199,0.0,0.00156573,5.454e-05,0.0075174,0.01571224,0.00929887,0.01576678,0.00646791
53,501.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14e-06,0.0,0.00019212,0.0,0.00133826,2.398e-05,0.00730143,0.01665497,0.00883494,0.01667895,0.00784401
54,525.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63e-06,0.0,0.00017457,0.0,0.00115841,1.01e-05,0.00707906,0.01760147,0.00841467,0.01761156,0.00919689
55,549.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21e-06,0.0,0.00015901,0.0,0.00101558,4.05e-06,0.00685794,0.0185477,0.00803474,0.01855175,0.01051701
56,573.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86e-06,0.0,0.00014518,0.0,0.00090118,1.55e-06,0.00664338,0.01949045,0.0076916,0.019492,0.0118004
57,596.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57e-06,0.0,0.00013285,0.0,0.00080845,5.6e-07,0.00643872,0.02042713,0.00738159,0.02042769,0.0130461
58,620.7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34e-06,0.0,0.00012183,0.0,0.00073223,2e-07,0.00624581,0.02135533,0.0071012,0.02135553,0.01425433
59,644.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14e-06,0.0,0.00011197,0.0,0.00066861,7e-08,0.00606539,0.02228734,0.00684711,0.02228741,0.0154403
60,668.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7e-07,0.0,0.0001031,0.0,0.00061463,2e-08,0.0058967,0.02321975,0.00661541,0.02321977,0.01660436
61,692.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-07,0.0,9.512e-05,0.0,0.00056822,1e-08,0.00573967,0.02413997,0.00640385,0.02413998,0.01773613
62,715.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1e-07,0.0,8.793e-05,0.0,0.00052786,0.0,0.00559409,0.02504594,0.0062106,0.02504594,0.01883534
63,739.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1e-07,0.0,8.143e-05,0.0,0.00049237,0.0,0.00545898,0.02593544,0.00603339,0.02593544,0.01990205
64,763.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-07,0.0,7.554e-05,0.0,0.00046084,0.0,0.00533319,0.02680572,0.00587009,0.02680572,0.02093563
65,787.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-07,0.0,7.018e-05,0.0,0.00043256,0.0,0.0052153,0.02765246,0.0057185,0.02765246,0.02193396
66,810.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-07,0.0,6.527e-05,0.0,0.00040692,0.0,0.00510338,0.02849597,0.00557598,0.02849597,0.02291999
67,834.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-07,0.0,6.074e-05,0.0,0.00038341,0.0,0.00499503,0.02930643,0.00543954,0.02930643,0.02386689
68,858.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-07,0.0,5.654e-05,0.0,0.00036164,0.0,0.0048884,0.03006059,0.00530689,0.03006059,0.0247537
69,882.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-07,0.0,5.265e-05,0.0,0.00034144,0.0,0.00478342,0.03075683,0.00517777,0.03075683,0.02557906
70,906.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-07,0.0,4.907e-05,0.0,0.00032276,0.0,0.00468159,0.03140338,0.00505366,0.03140338,0.02634972
71,929.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-07,0.0,4.58e-05,0.0,0.00030559,0.0,0.00458443,0.03201072,0.00493603,0.03201072,0.02707469
72,953.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-07,0.0,4.282e-05,0.0,0.00028983,0.0,0.00449261,0.03258598,0.00482545,0.03258598,0.02776053
73,977.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-07,0.0,4.01e-05,0.0,0.00027536,0.0,0.00440616,0.0331329,0.0047218,0.0331329,0.0284111
74,1001.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-07,0.0,3.763e-05,0.0,0.00026206,0.0,0.0043248,0.03365544,0.00462464,0.03365544,0.0290308
