,hPa,LBL_g1,PAR_g1,LBL_g2,PAR_g2,LBL_g3,PAR_g3,LBL_g4,PAR_g4,LBL_g5,PAR_g5,LBL_g6,PAR_g6,LBL_g7,PAR_g7,LBL_g8,PAR_g8,LBL_g9,PAR_g9,LBL_g10,PAR_g10,LBL_tot,PAR_tot,PAR - LBL
10,0.0158,3.8e-07,0.0,0.70650857,0.47006082,4.75344539,6.1077911,1.20926925,1.1019021,0.26255926,0.22781682,0.00998077,0.01013709,0.04263342,0.03607298,0.00512776,0.00444566,0.00063241,0.00054825,7.824e-05,5.737e-05,6.99023545,7.9588322,0.96859675
11,0.0221,0.0,0.0,0.33798728,0.13282379,3.59420009,4.9921138,1.19199673,1.1052161,0.2659977,0.23169277,0.01088799,0.01107663,0.04317805,0.03659636,0.00522192,0.00453554,0.00064338,0.00055919,7.936e-05,5.829e-05,5.4501925,6.5146724,1.0644799
12,0.031,0.0,0.0,0.13578552,0.02280651,2.57839815,3.7582706,1.1657272,1.1058613,0.26995302,0.23622439,0.01211322,0.01230052,0.04380487,0.03718708,0.00533178,0.00463777,0.00065621,0.00057154,8.06e-05,5.925e-05,4.21185057,5.177919,0.96606843
13,0.0435,0.0,0.0,0.0453277,0.00197586,1.7605375,2.5220213,1.12890798,1.1035028,0.27476435,0.24195249,0.01379193,0.01400561,0.04456881,0.03790733,0.0054672,0.0047633,0.00067208,0.00058657,8.209e-05,6.033e-05,3.27411963,3.9267756,0.65265597
14,0.0611,0.0,0.0,0.01250929,6.69e-05,1.15953268,1.4444186,1.09620151,1.1114077,0.28530393,0.2530163,0.0163717,0.01657346,0.04628423,0.03945044,0.00576178,0.00502607,0.00070695,0.00061852,8.575e-05,6.304e-05,2.62275783,2.8706411,0.24788327
15,0.0856,0.0,0.0,0.00267545,5.8e-07,0.74958602,0.66230199,1.09013262,1.1509021,0.31035292,0.27731645,0.02064803,0.0208952,0.05052213,0.04316822,0.0064731,0.00565064,0.00079321,0.00069658,9.56e-05,7.046e-05,2.23127907,2.1610022,-0.07027687
16,0.1201,0.0,0.0,0.00034982,0.0,0.46556228,0.2185649,1.08805905,1.198589,0.34855537,0.31373653,0.02702058,0.02724581,0.05735256,0.04903099,0.00762136,0.00663976,0.00093764,0.000824,0.00011243,8.304e-05,1.99557109,1.8147141,-0.18085699
17,0.1685,0.0,0.0,1.872e-05,0.0,0.26862881,0.04464762,1.05252885,1.2114054,0.39339676,0.35711025,0.0357221,0.0358629,0.06599884,0.05628541,0.0090954,0.00787928,0.00113029,0.00098812,0.00013498,9.932e-05,1.82665474,1.7142783,-0.11237644
18,0.2364,0.0,0.0,2.2e-07,0.0,0.14241956,0.0046225,0.97135681,1.1623807,0.44413865,0.407364,0.04759053,0.04743751,0.07682625,0.06517384,0.01098033,0.00942149,0.0013856,0.00119781,0.00016513,0.00012022,1.69486308,1.6977181,0.00285502
19,0.3315,0.0,0.0,0.0,0.0,0.06748613,0.00018329,0.83926236,1.0254689,0.49896175,0.46420151,0.06379534,0.06305123,0.09037073,0.07611785,0.01340726,0.01135453,0.00172546,0.0014673,0.00020581,0.00014719,1.57521486,1.6419918,0.06677694
20,0.4651,0.0,0.0,0.0,0.0,0.02561587,1.85e-06,0.66229623,0.79173305,0.55297735,0.52706685,0.08586814,0.08450603,0.1072273,0.09013524,0.01654562,0.01389319,0.002179,0.00183269,0.00026105,0.00018469,1.45297056,1.5093536,0.05638304
21,0.6524,0.0,0.0,0.0,0.0,0.0059797,0.0,0.4620008,0.49427245,0.59707633,0.59350104,0.11582054,0.1145032,0.12812964,0.10969074,0.02063084,0.01759908,0.00278676,0.00239531,0.00033662,0.00024786,1.33276123,1.3322097,-0.00055153
22,0.9151,0.0,0.0,0.0,0.0,0.00054618,0.0,0.26963206,0.21676579,0.6064,0.63471697,0.15392391,0.15274945,0.14969784,0.13031336,0.02515677,0.02159204,0.00347081,0.00300162,0.00042119,0.00031239,1.20924877,1.1594516,-0.04979717
23,1.2836,0.0,0.0,0.0,0.0,9.51e-06,0.0,0.12368365,0.05587003,0.55316738,0.60944163,0.19600083,0.1946047,0.1608328,0.14296705,0.02790462,0.02408715,0.00385795,0.00334564,0.00045792,0.00033396,1.06591468,1.0306502,-0.03526448
24,1.8006,0.0,0.0,0.0,0.0,1e-08,0.0,0.04139962,0.00727244,0.45766605,0.52611455,0.24295947,0.24414091,0.16385034,0.15076445,0.02907977,0.02572171,0.00395967,0.00351598,0.00044509,0.00032389,0.93936002,0.95785394,0.01849392
25,2.5257,0.0,0.0,0.0,0.0,0.0,0.0,0.00870801,0.00038221,0.34249679,0.40416395,0.29730879,0.30134742,0.17128555,0.16155397,0.03114174,0.02809167,0.00416235,0.00376354,0.00043624,0.00031678,0.85553946,0.89961954,0.04408008
26,3.5428,0.0,0.0,0.0,0.0,0.0,0.0,0.0011633,5.25e-06,0.22018168,0.25909414,0.34848721,0.3646112,0.18747972,0.17980252,0.03511107,0.03222002,0.00461081,0.00422071,0.00044759,0.000325,0.79748138,0.84027884,0.04279746
27,4.9695,0.0,0.0,0.0,0.0,0.0,0.0,0.0001327,1e-08,0.1140776,0.11845045,0.37115774,0.40613969,0.21354504,0.20476863,0.04166442,0.0382838,0.00538778,0.0049009,0.00048442,0.00034991,0.7464497,0.77289338,0.02644368
28,6.9709,0.0,0.0,0.0,0.0,0.0,0.0,1.103e-05,0.0,0.04630484,0.03002522,0.33635843,0.39268418,0.24754651,0.23859772,0.05157601,0.04744046,0.00659232,0.00593759,0.00055241,0.00039968,0.68894155,0.71508484,0.02614329
29,9.7781,0.0,0.0,0.0,0.0,0.0,0.0,5.5e-07,0.0,0.01776351,0.00265412,0.24477841,0.28149507,0.28109477,0.27459698,0.06575468,0.05978282,0.00835319,0.00734214,0.00065809,0.00047365,0.6184032,0.62634477,0.00794157
30,13.7158,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,0.00761163,3.874e-05,0.13399186,0.11880503,0.29498811,0.30479611,0.08501593,0.07668825,0.01082739,0.00929667,0.00080851,0.00058213,0.53324345,0.51020692,-0.02303653
31,19.2394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00310221,2e-08,0.04746601,0.01933876,0.26609873,0.30574876,0.10974571,0.09793029,0.01424464,0.01186372,0.00101703,0.00072846,0.44167432,0.43561001,-0.00606431
32,26.9872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00113036,0.0,0.00848265,0.00062768,0.19533165,0.25527123,0.13867591,0.12423551,0.01895243,0.01540612,0.00131114,0.00093881,0.36388414,0.39647934,0.0325952
33,37.8553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037783,0.0,0.00069648,1.15e-06,0.11665442,0.14971172,0.16588774,0.15277239,0.02527246,0.02014131,0.00172167,0.00123041,0.3106106,0.32385698,0.01324638
34,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012222,0.0,5.726e-05,0.0,0.05586022,0.04672867,0.17898227,0.17766486,0.03326057,0.02639888,0.00227265,0.00162713,0.27055519,0.25241953,-0.01813566
35,73.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.221e-05,0.0,8.76e-06,0.0,0.02074865,0.00508866,0.16553221,0.18581741,0.04220629,0.03415168,0.00298164,0.00214365,0.23151976,0.2272014,-0.00431836
36,97.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.818e-05,0.0,2.34e-06,0.0,0.00776261,0.00013887,0.13326493,0.16744999,0.04966906,0.04188602,0.00376564,0.0027164,0.19448276,0.21219128,0.01770852
37,121.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75e-06,0.0,9.6e-07,0.0,0.00394011,1.4e-06,0.10011436,0.13265039,0.05413025,0.04850814,0.00452922,0.00328745,0.16272465,0.18444737,0.02172272
38,145.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8e-06,0.0,4.8e-07,0.0,0.00247894,1e-08,0.07216574,0.09383272,0.05572921,0.0537163,0.00524886,0.00383088,0.13562904,0.15137991,0.01575087
39,168.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76e-06,0.0,2.8e-07,0.0,0.00175535,0.0,0.05073602,0.05992092,0.05522988,0.05756877,0.00595855,0.00438601,0.11368384,0.1218757,0.00819186
40,192.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69e-06,0.0,1.8e-07,0.0,0.00135273,0.0,0.03542789,0.03486531,0.0538103,0.06042116,0.00676225,0.00501306,0.09735604,0.10029953,0.00294349
41,216.5375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08e-06,0.0,1.3e-07,0.0,0.00110508,0.0,0.02480661,0.01865923,0.05191891,0.0627573,0.0076816,0.00580503,0.08551441,0.08722156,0.00170715
42,240.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63e-06,0.0,9e-08,0.0,0.00092509,0.0,0.01739561,0.0090905,0.04930787,0.06352379,0.00862238,0.00663007,0.07625267,0.07924436,0.00299169
43,264.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28e-06,0.0,7e-08,0.0,0.00078533,0.0,0.01230555,0.00406525,0.04615633,0.06303058,0.00955227,0.00748861,0.06880083,0.07458443,0.0057836
44,287.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,5e-08,0.0,0.00067385,0.0,0.00887472,0.00166913,0.04272054,0.06132561,0.01046159,0.00837729,0.06273175,0.07137203,0.00864028
45,311.6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8e-07,0.0,3e-08,0.0,0.00058303,0.0,0.0065906,0.00062855,0.03919663,0.05831979,0.01134085,0.00926361,0.05771192,0.06821194,0.01050002
46,335.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-07,0.0,2e-08,0.0,0.00050775,0.0,0.00507501,0.00021943,0.03572548,0.05474174,0.01218101,0.01018591,0.05348987,0.06514707,0.0116572
47,359.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-07,0.0,1e-08,0.0,0.00044442,0.0,0.00406064,7.056e-05,0.0323993,0.05045221,0.0129734,0.01113375,0.04987824,0.06165652,0.01177828
48,382.9625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6e-07,0.0,1e-08,0.0,0.0003905,0.0,0.00336634,2.094e-05,0.02927154,0.04564266,0.01370987,0.01209281,0.04673861,0.05775642,0.01101781
49,406.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-07,0.0,1e-08,0.0,0.00034398,0.0,0.00287308,5.77e-06,0.02635774,0.0406785,0.01437716,0.01306534,0.04395224,0.0537496,0.00979736
50,430.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-07,0.0,0.0,0.0,0.00030366,0.0,0.00250791,1.48e-06,0.02367601,0.03578157,0.01497254,0.01406372,0.04146033,0.04984676,0.00838643
51,454.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-07,0.0,0.0,0.0,0.00026851,0.0,0.00222547,3.5e-07,0.02122386,0.03094213,0.01549132,0.01507107,0.03920933,0.04601355,0.00680422
52,478.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-07,0.0,0.0,0.0,0.00023779,0.0,0.00199845,8e-08,0.01899279,0.02633016,0.01593041,0.01608132,0.03715956,0.04241156,0.005252
53,501.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,0.00021091,0.0,0.00181048,2e-08,0.01697291,0.02206996,0.01628996,0.01709164,0.03528435,0.03916161,0.00387726
54,525.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-08,0.0,0.0,0.0,0.00018739,0.0,0.00165147,0.0,0.01515299,0.01830431,0.01657246,0.01811411,0.03356438,0.03641842,0.00285404
55,549.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-08,0.0,0.0,0.0,0.00016683,0.0,0.00151481,0.0,0.01352028,0.01495093,0.01678157,0.01914517,0.03198354,0.0340961,0.00211256
56,573.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-08,0.0,0.0,0.0,0.00014883,0.0,0.00139595,0.0,0.01206107,0.01203438,0.01692144,0.02018208,0.03052733,0.03221646,0.00168913
57,596.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-08,0.0,0.0,0.0,0.00013306,0.0,0.00129155,0.0,0.01076146,0.00955132,0.01699673,0.02122269,0.02918284,0.03077401,0.00159117
58,620.7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,0.0,0.0,0.00011924,0.0,0.00119912,0.0,0.00960771,0.00747826,0.01701255,0.02226503,0.02793864,0.02974329,0.00180465
59,644.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,0.0,0.0,0.00010709,0.0,0.00111673,0.0,0.00858649,0.00578917,0.01697438,0.02332247,0.0267847,0.02911164,0.00232694
60,668.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,9.639e-05,0.0,0.00104271,0.0,0.00768406,0.00442678,0.01688575,0.02439216,0.02570892,0.02881893,0.00311001
61,692.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,8.695e-05,0.0,0.00097593,0.0,0.00688906,0.00333856,0.01675364,0.02546145,0.02470559,0.02880002,0.00409443
62,715.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,7.861e-05,0.0,0.00091547,0.0,0.00619073,0.00248431,0.01658556,0.02652866,0.02377039,0.02901297,0.00524258
63,739.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,7.124e-05,0.0,0.00086049,0.0,0.00557819,0.00182467,0.01638706,0.02759188,0.02289699,0.02941654,0.00651955
64,763.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,6.47e-05,0.0,0.00081024,0.0,0.00504133,0.00132323,0.01616304,0.02864854,0.02207931,0.02997177,0.00789246
65,787.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.888e-05,0.0,0.00076406,0.0,0.00457067,0.00094773,0.01591714,0.02969436,0.02131075,0.03064209,0.00933134
66,810.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.367e-05,0.0,0.0007213,0.0,0.00415729,0.00067162,0.01565087,0.03075153,0.02058314,0.03142315,0.01084001
67,834.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.899e-05,0.0,0.00068132,0.0,0.00379292,0.00047016,0.0153637,0.03178832,0.01988693,0.03225848,0.01237155
68,858.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475e-05,0.0,0.00064366,0.0,0.00347064,0.00032491,0.01505602,0.03277929,0.01921506,0.0331042,0.01388914
69,882.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.092e-05,0.0,0.00060817,0.0,0.00318538,0.00022176,0.01473286,0.03372208,0.01856733,0.03394385,0.01537652
70,906.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.747e-05,0.0,0.00057495,0.0,0.00293342,0.00014959,0.01440324,0.03462506,0.01794908,0.03477465,0.01682557
71,929.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.439e-05,0.0,0.00054406,0.0,0.00271129,9.978e-05,0.01407553,0.03549925,0.01736527,0.03559903,0.01823376
72,953.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.163e-05,0.0,0.00051543,0.0,0.0025154,6.584e-05,0.01375505,0.03635225,0.01681751,0.03641809,0.01960058
73,977.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.916e-05,0.0,0.00048891,0.0,0.00234226,4.299e-05,0.01344456,0.03718801,0.01630489,0.03723101,0.02092612
74,1001.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.695e-05,0.0,0.00046433,0.0,0.00218872,2.779e-05,0.01314538,0.03801081,0.01582538,0.0380386,0.02221322
