hPa,LBL_g1,PAR_g1,LBL_g2,PAR_g2,LBL_g3,PAR_g3,LBL_g4,PAR_g4,LBL_g5,PAR_g5,LBL_g6,PAR_g6,LBL_g7,PAR_g7,LBL_g8,PAR_g8,LBL_g9,PAR_g9,LBL_g10,PAR_g10,LBL_tot,PAR_tot,PAR - LBL
0.5431,0.0,0.0,0.0,0.0,0.0,0.0,0.001651,0.00022681,0.041421,0.04228755,0.125835,0.12588223,0.330436,0.33171187,0.751621,0.75181519,0.758248,0.75827251,13.119017,13.119022,15.12823,15.129218,0.000988
0.7617,0.0,0.0,0.0,0.0,0.0,0.0,0.000537,1.586e-05,0.033204,0.03282903,0.123001,0.12306797,0.327333,0.32930293,0.75109,0.75142271,0.758175,0.75821909,13.119008,13.119018,15.11235,15.113875,0.001525
1.0685,0.0,0.0,0.0,0.0,0.0,0.0,9.7e-05,2.4e-07,0.023943,0.02162754,0.117925,0.11794295,0.32242,0.32530423,0.750184,0.75074697,0.758049,0.75812508,13.118993,13.11901,15.09161,15.092757,0.001147
1.4988,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.015023,0.01120037,0.109423,0.10918102,0.31532,0.31913316,0.748782,0.74967656,0.757853,0.75797598,13.11897,13.118997,15.06538,15.066164,0.000784
2.1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007766,0.00406666,0.096078,0.09495003,0.305542,0.30996576,0.746742,0.7480409,0.757571,0.7577513,13.118938,13.118981,15.03264,15.033755,0.001115
2.949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003098,0.00084873,0.076819,0.07367375,0.291626,0.29629092,0.743689,0.74549212,0.757154,0.75740776,13.118894,13.118958,14.99128,14.992671,0.001391
4.1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001013,7.097e-05,0.052864,0.04602519,0.271007,0.27557586,0.73888,0.74135107,0.756507,0.75686217,13.118831,13.118925,14.9391,14.938811,-0.000289
5.8025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000332,1.26e-06,0.028813,0.01925482,0.240231,0.24458031,0.730926,0.73444784,0.755448,0.75597403,13.118736,13.118876,14.87449,14.873134,-0.001356
8.1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7e-05,0.0,0.010702,0.00374686,0.19674,0.19969829,0.71729,0.7225864,0.753633,0.75448156,13.118583,13.118797,14.79704,14.79931,0.00227
11.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2e-05,0.0,0.002032,0.00017569,0.143111,0.14082442,0.693523,0.70211701,0.750417,0.75193974,13.118327,13.118666,14.70743,14.713723,0.006293
16.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,0.0,0.000123,5.5e-07,0.089356,0.07637887,0.652551,0.66682524,0.744609,0.74754114,13.117888,13.118439,14.60453,14.609185,0.004655
22.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,2e-06,0.0,0.046129,0.02606829,0.585133,0.60788931,0.734029,0.73991204,13.117112,13.118042,14.48241,14.491911,0.009501
31.5105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018917,0.00386152,0.484232,0.51457734,0.714785,0.72654366,13.115712,13.117323,14.33365,14.362306,0.028656
44.2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006931,0.00012652,0.354945,0.38154778,0.680535,0.70312589,13.113142,13.116002,14.15555,14.200802,0.045252
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003128,2.6e-07,0.2207,0.22275701,0.622985,0.66248915,13.108413,13.113552,13.95523,13.998798,0.043568
85.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00178,0.0,0.117216,0.08844093,0.540241,0.59742755,13.100219,13.109241,13.75946,13.795109,0.035649
109.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001216,0.0,0.067676,0.02802731,0.46197,0.52463593,13.090046,13.103779,13.62091,13.656442,0.035532
133.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000908,0.0,0.044948,0.00710671,0.394069,0.44862584,13.078066,13.097171,13.51799,13.552903,0.034913
157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000717,0.0,0.034159,0.00144865,0.33777,0.37376794,13.064527,13.089473,13.43717,13.46469,0.02752
180.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000587,0.0,0.028384,0.00023864,0.291583,0.30345173,13.049595,13.080664,13.37015,13.384354,0.014204
204.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000487,0.0,0.024701,3.182e-05,0.25298,0.23977098,13.033182,13.0706,13.31135,13.310402,-0.000948
228.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000406,0.0,0.021985,3.39e-06,0.220146,0.18370323,13.015183,13.058951,13.25772,13.242658,-0.015062
252.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000339,0.0,0.019821,2.9e-07,0.192309,0.13649673,12.995754,13.045656,13.20822,13.182153,-0.026067
275.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000283,0.0,0.018024,2e-08,0.168894,0.09828225,12.975133,13.030649,13.16233,13.128931,-0.033399
299.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000237,0.0,0.016492,0.0,0.149341,0.06854355,12.953576,13.013875,13.11965,13.082418,-0.037232
323.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000199,0.0,0.015165,0.0,0.133111,0.04636185,12.931344,12.995341,13.07982,13.041703,-0.038117
347.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000167,0.0,0.014003,0.0,0.119701,0.03035352,12.908691,12.974982,13.04256,13.005336,-0.037224
371.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000141,0.0,0.012976,0.0,0.108648,0.01923957,12.885854,12.952752,13.00762,12.971991,-0.035629
394.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000119,0.0,0.012062,0.0,0.099539,0.01181685,12.863046,12.928634,12.97477,12.940451,-0.034319
418.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000101,0.0,0.011246,0.0,0.092019,0.00702993,12.84046,12.902609,12.94382,12.909639,-0.034181
442.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5e-05,0.0,0.010513,0.0,0.085777,0.00404522,12.818243,12.874633,12.91462,12.878678,-0.035942
466.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3e-05,0.0,0.009852,0.0,0.080557,0.00225338,12.796509,12.844695,12.88699,12.846949,-0.040041
489.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2e-05,0.0,0.009255,0.0,0.076148,0.00121614,12.775338,12.8128,12.8608,12.814017,-0.046783
513.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-05,0.0,0.008714,0.0,0.072379,0.00063633,12.754775,12.778957,12.83592,12.779593,-0.056327
537.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-05,0.0,0.008223,0.0,0.069116,0.00032208,12.734838,12.743151,12.81222,12.743473,-0.068747
561.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0,0.007775,0.0,0.066256,0.0001578,12.715524,12.705377,12.78959,12.705535,-0.084055
585.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4e-05,0.0,0.007366,0.0,0.063718,7.489e-05,12.696814,12.665634,12.76793,12.665709,-0.102221
608.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-05,0.0,0.006992,0.0,0.061441,3.444e-05,12.67868,12.623928,12.74714,12.623962,-0.123178
632.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05,0.0,0.006649,0.0,0.059379,1.536e-05,12.66109,12.580267,12.72714,12.580283,-0.146857
656.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.0,0.006333,0.0,0.057496,6.64e-06,12.644008,12.534637,12.70786,12.534643,-0.173217
680.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,0.006043,0.0,0.055765,2.77e-06,12.627401,12.487026,12.68923,12.487029,-0.202201
703.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,0.0,0.005775,0.0,0.054165,1.12e-06,12.611236,12.437452,12.67119,12.437453,-0.233737
727.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05,0.0,0.005527,0.0,0.052678,4.4e-07,12.595482,12.385933,12.6537,12.385933,-0.267767
751.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-05,0.0,0.005298,0.0,0.051291,1.7e-07,12.580107,12.332494,12.63671,12.332494,-0.304216
775.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3e-05,0.0,0.005085,0.0,0.049994,6e-08,12.565087,12.277165,12.62018,12.277165,-0.343015
799.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1e-05,0.0,0.004888,0.0,0.048775,2e-08,12.550399,12.219983,12.60407,12.219983,-0.384087
822.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.0,0.004704,0.0,0.047629,1e-08,12.536027,12.160944,12.58837,12.160944,-0.427426
846.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.0,0.004533,0.0,0.046549,0.0,12.521959,12.100107,12.57305,12.100107,-0.472943
870.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.0,0.004373,0.0,0.045531,0.0,12.508192,12.037577,12.5581,12.037577,-0.520523
894.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-06,0.0,0.004225,0.0,0.044569,0.0,12.49472,11.973463,12.54352,11.973463,-0.570057
917.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.004087,0.0,0.04366,0.0,12.481535,11.90786,12.52929,11.90786,-0.62143
941.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.003958,0.0,0.0428,0.0,12.468624,11.840839,12.51539,11.840839,-0.674551
965.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.003837,0.0,0.041983,0.0,12.455971,11.772458,12.5018,11.772458,-0.729342
989.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,0.0,0.003724,0.0,0.041208,0.0,12.443562,11.702765,12.4885,11.702765,-0.785735
1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-06,0.0,0.003618,0.0,0.04047,0.0,12.431382,11.631803,12.47548,11.631803,-0.843677
