hPa,LBL_g1,PAR_g1,LBL_g2,PAR_g2,LBL_g3,PAR_g3,LBL_g4,PAR_g4,LBL_g5,PAR_g5,LBL_g6,PAR_g6,LBL_g7,PAR_g7,LBL_g8,PAR_g8,LBL_g9,PAR_g9,LBL_g10,PAR_g10,LBL_tot,PAR_tot,PAR - LBL
1.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.010331,0.00340722,0.177279,0.17841906,0.487127,0.48723337,1.282224,1.284203,2.904945,2.9052653,2.929937,2.929978,50.691728,50.691736,58.48357,58.480242,-0.003328
1.4988,0.0,0.0,0.0,0.0,0.0,0.0,0.004027,0.00055911,0.149083,0.14735132,0.477136,0.47731293,1.274026,1.2769149,2.903523,2.9040374,2.92974,2.9298074,50.691705,50.691719,58.42924,58.427703,-0.001537
2.1024,0.0,0.0,0.0,0.0,0.0,0.0,0.001066,3.907e-05,0.11636,0.10972986,0.459764,0.45985487,1.26231,1.2661341,2.901444,2.9021981,2.929457,2.929556,50.691673,50.691696,58.36207,58.359208,-0.002862
2.949,0.0,0.0,0.0,0.0,0.0,0.0,0.000193,7.4e-07,0.082012,0.06919377,0.429948,0.42963089,1.245133,1.2499308,2.898321,2.8993806,2.92904,2.9291785,50.691629,50.691664,58.27628,58.26898,-0.0073
4.1366,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-05,0.0,0.051037,0.03274072,0.380923,0.37833219,1.218758,1.2246336,2.893381,2.8948474,2.928391,2.9285847,50.691566,50.691619,58.16409,58.150757,-0.013333
5.8025,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.028525,0.00936356,0.30768,0.29817723,1.176618,1.1842209,2.885159,2.8872918,2.927328,2.9276175,50.691471,50.69155,58.01678,57.998221,-0.018559
8.1392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015708,0.00105176,0.214576,0.18947147,1.108097,1.1181705,2.870883,2.874159,2.925503,2.9259738,50.691318,50.691439,57.82609,57.800266,-0.025824
11.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008811,2.112e-05,0.119534,0.08016162,0.998954,1.0115393,2.845352,2.8509442,2.92226,2.9231227,50.691062,50.691255,57.58597,57.557044,-0.028926
16.0147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004665,2e-08,0.046558,0.01545011,0.838295,0.84552093,2.79905,2.8091731,2.916363,2.9180589,50.690622,50.690938,57.29555,57.279141,-0.016409
22.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002295,0.0,0.010296,0.00067443,0.635005,0.61191523,2.715208,2.73435,2.90548,2.9089945,50.689845,50.690381,56.95813,56.946316,-0.011814
31.5105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001084,0.0,0.001205,1.73e-06,0.425683,0.33833259,2.5666,2.6012027,2.88517,2.8924833,50.68844,50.689375,56.56818,56.521396,-0.046784
44.2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000516,0.0,0.000159,0.0,0.250331,0.11326661,2.317242,2.3715355,2.847182,2.8622043,50.685852,50.687526,56.10128,56.034532,-0.066748
62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000258,0.0,3.8e-05,0.0,0.132548,0.01472786,1.939853,1.996886,2.777051,2.8065358,50.68106,50.684094,55.53081,55.502244,-0.028566
85.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,0.0,1.3e-05,0.0,0.074114,0.0003951,1.473662,1.4735109,2.658185,2.7103439,50.672663,50.678057,54.87878,54.862306,-0.016474
109.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8e-05,0.0,7e-06,0.0,0.052252,3.96e-06,1.098345,1.0018697,2.518301,2.5923673,50.662058,50.670406,54.33105,54.264646,-0.066404
133.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1e-05,0.0,4e-06,0.0,0.041155,2e-08,0.816392,0.62824542,2.365853,2.4557388,50.649302,50.661146,53.87277,53.74513,-0.12764
157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5e-05,0.0,2e-06,0.0,0.034173,0.0,0.61315,0.36395521,2.208902,2.3044409,50.634519,50.650356,53.49079,53.318752,-0.172038
180.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4e-05,0.0,2e-06,0.0,0.02923,0.0,0.470261,0.19518142,2.053357,2.1422922,50.617738,50.638002,53.17062,52.975476,-0.195144
204.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6e-05,0.0,1e-06,0.0,0.02542,0.0,0.370485,0.09697948,1.90181,1.9721095,50.598694,50.623882,52.89644,52.692971,-0.203469
228.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0,1e-06,0.0,0.022308,0.0,0.300622,0.04442368,1.75559,1.7953466,50.57706,50.607532,52.6556,52.447302,-0.208298
252.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6e-05,0.0,1e-06,0.0,0.019703,0.0,0.25163,0.01881929,1.616723,1.616425,50.552776,50.588858,52.44085,52.224102,-0.216748
275.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2e-05,0.0,0.0,0.0,0.017491,0.0,0.216974,0.00736907,1.486732,1.4388924,50.525874,50.567765,52.24708,52.014027,-0.233053
299.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9e-06,0.0,0.0,0.0,0.015593,0.0,0.19198,0.0026678,1.366417,1.2661621,50.496411,50.54417,52.07041,51.813,-0.25741
323.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.013951,0.0,0.173418,0.00089742,1.256027,1.1018981,50.464472,50.518078,51.90788,51.620873,-0.287007
347.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6e-06,0.0,0.0,0.0,0.012521,0.0,0.159126,0.00027938,1.155413,0.94771204,50.430166,50.489388,51.75723,51.437379,-0.319851
371.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,0.0,0.0,0.0,0.011269,0.0,0.14769,8.065e-05,1.064166,0.80560772,50.393629,50.458028,51.61676,51.263717,-0.353043
394.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.01017,0.0,0.138209,2.166e-05,0.981728,0.67705021,50.355017,50.423968,51.48513,51.10104,-0.38409
418.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0,0.0,0.009201,0.0,0.130117,5.42e-06,0.907496,0.5624748,50.314527,50.387168,51.36134,50.949648,-0.411692
442.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.008346,0.0,0.123054,1.26e-06,0.840817,0.46169213,50.272359,50.347556,51.24458,50.809249,-0.435331
466.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.007589,0.0,0.116787,2.7e-07,0.781044,0.37454027,50.228731,50.305106,51.13415,50.679647,-0.454503
489.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.00692,0.0,0.111158,5e-08,0.727554,0.30037842,50.183866,50.259812,51.0295,50.56019,-0.46931
513.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.006326,0.0,0.106059,1e-08,0.679753,0.23821607,50.137988,50.211671,50.93013,50.449887,-0.480243
537.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.005798,0.0,0.101408,0.0,0.637078,0.18665992,50.091315,50.160651,50.8356,50.347311,-0.488289
561.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.005328,0.0,0.097142,0.0,0.599,0.14454896,50.044052,50.106726,50.74552,50.251275,-0.494245
585.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004909,0.0,0.093211,0.0,0.565032,0.11065286,49.996396,50.049881,50.65955,50.160534,-0.499016
608.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004534,0.0,0.089573,0.0,0.534725,0.0837505,49.948528,49.990105,50.57736,50.073856,-0.503504
632.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004198,0.0,0.086196,0.0,0.507666,0.06268719,49.900615,49.927393,50.49868,49.990081,-0.508599
656.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003897,0.0,0.083051,0.0,0.483484,0.04638135,49.85281,49.861703,50.42324,49.908084,-0.515156
680.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003625,0.0,0.080115,0.0,0.461843,0.03391284,49.805254,49.793,50.35084,49.826913,-0.523927
703.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003381,0.0,0.077366,0.0,0.442442,0.02450943,49.758071,49.721285,50.28126,49.745794,-0.535466
727.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003159,0.0,0.074788,0.0,0.425007,0.01751209,49.711361,49.646564,50.21431,49.664076,-0.550234
751.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002958,0.0,0.072364,0.0,0.409297,0.01237272,49.66521,49.568849,50.14983,49.581221,-0.568609
775.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002776,0.0,0.070083,0.0,0.395099,0.00864569,49.619689,49.488157,50.08765,49.496802,-0.590848
799.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00261,0.0,0.067931,0.0,0.382226,0.00597631,49.574862,49.404519,50.02763,49.410496,-0.617134
822.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002459,0.0,0.065899,0.0,0.370518,0.00408462,49.530784,49.317904,49.96966,49.321989,-0.647671
846.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002321,0.0,0.06398,0.0,0.359836,0.00276036,49.487515,49.228369,49.91365,49.231129,-0.682521
870.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002195,0.0,0.062168,0.0,0.350061,0.00184522,49.445112,49.136043,49.85954,49.137888,-0.721652
894.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00208,0.0,0.060455,0.0,0.34109,0.0012206,49.40362,49.041061,49.80725,49.042281,-0.764969
917.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001975,0.0,0.058836,0.0,0.332829,0.00079927,49.363056,48.943535,49.75669,48.944335,-0.812355
941.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001878,0.0,0.057303,0.0,0.325193,0.00051822,49.323414,48.843548,49.70779,48.844066,-0.863724
965.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001789,0.0,0.055852,0.0,0.318109,0.00033277,49.284676,48.741158,49.66043,48.74149,-0.91894
989.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001706,0.0,0.054475,0.0,0.311512,0.00021167,49.246812,48.636414,49.61451,48.636625,-0.977885
1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001631,0.0,0.053167,0.0,0.305348,0.00013339,49.20979,48.529352,49.56994,48.529485,-1.040455
