,hPa,LBL_g1,PAR_g1,LBL_g2,PAR_g2,LBL_g3,PAR_g3,LBL_g4,PAR_g4,LBL_g5,PAR_g5,LBL_g6,PAR_g6,LBL_g7,PAR_g7,LBL_g8,PAR_g8,LBL_g9,PAR_g9,LBL_g10,PAR_g10,LBL_tot,PAR_tot,PAR - LBL
13,0.0435,0.0,0.0,8.14e-05,0.0,0.21858362,0.08607341,0.75499226,0.84463285,0.26288919,0.21159771,0.01375619,0.01375128,0.04437478,0.03253839,0.00546537,0.00415147,0.00067205,0.00050784,8.208e-05,4.31e-05,1.30089695,1.1932961,-0.10760085
14,0.0611,0.0,0.0,5.47e-06,0.0,0.12259384,0.01377897,0.65840196,0.79684779,0.26854484,0.22095957,0.01631795,0.01629852,0.046008,0.03392956,0.00575913,0.00438877,0.00070691,0.000537,8.575e-05,4.503e-05,1.11842385,1.0867852,-0.03163865
15,0.0856,0.0,0.0,1.2e-07,0.0,0.0741646,0.00107529,0.58190763,0.74751715,0.28583245,0.24090114,0.02056028,0.02055743,0.05011741,0.03716005,0.00646905,0.00493417,0.00079315,0.00060595,9.559e-05,5.033e-05,1.01994028,1.0528015,0.03286122
16,0.1201,0.0,0.0,0.0,0.0,0.04614149,2.979e-05,0.50636382,0.66735955,0.31140658,0.26952766,0.02686462,0.02678572,0.05673838,0.04217251,0.00761485,0.00578715,0.00093755,0.00071687,0.00011243,5.932e-05,0.95617972,1.0124386,0.05625888
17,0.1685,0.0,0.0,0.0,0.0,0.02606093,1.9e-07,0.41217745,0.52990873,0.33624982,0.30116971,0.03542667,0.03520666,0.06503614,0.0483495,0.00908455,0.00685498,0.00113015,0.00085918,0.00013498,7.094e-05,0.8853007,0.92241989,0.03711919
18,0.2364,0.0,0.0,0.0,0.0,0.01109813,0.0,0.30416069,0.34863826,0.35579829,0.33314885,0.04699652,0.046449,0.0752606,0.05589679,0.01096152,0.00818362,0.00138536,0.00104067,0.00016513,8.587e-05,0.80582623,0.79344308,-0.01238315
19,0.3315,0.0,0.0,0.0,0.0,0.00263654,0.0,0.19559664,0.17083483,0.36381991,0.36068413,0.06253563,0.06145405,0.08772434,0.06517531,0.01337332,0.00985156,0.00172503,0.00127407,0.0002058,0.00010513,0.72761721,0.6693791,-0.05823811
20,0.4651,0.0,0.0,0.0,0.0,0.00022133,0.0,0.10412383,0.05299674,0.35278425,0.37571528,0.08307857,0.08164682,0.10259361,0.07697657,0.01648178,0.01203498,0.00217817,0.00158916,0.00026104,0.00013192,0.66172256,0.60109146,-0.0606311
21,0.6524,0.0,0.0,0.0,0.0,3.16e-06,0.0,0.04300274,0.00814544,0.31735744,0.36523068,0.10945801,0.1086696,0.11980505,0.09301836,0.02050588,0.01515546,0.00278506,0.00206299,0.0003366,0.00017704,0.61325394,0.59245958,-0.02079436
22,0.9151,0.0,0.0,0.0,0.0,0.0,0.0,0.01212542,0.0004298,0.25480567,0.30818695,0.13966244,0.14100496,0.13519509,0.11001648,0.02491539,0.01859147,0.00346734,0.00258637,0.00042115,0.00022314,0.57059251,0.58103918,0.01044667
23,1.2836,0.0,0.0,0.0,0.0,0.0,0.0,0.00177927,4.7e-06,0.1750033,0.204545,0.16679342,0.17187875,0.13928299,0.12105503,0.02750773,0.02099787,0.00385206,0.00292476,0.00045786,0.00023855,0.51467664,0.52164465,0.00696801
24,1.8006,0.0,0.0,0.0,0.0,0.0,0.0,8.109e-05,1e-08,0.10148967,0.09976088,0.18665376,0.19901222,0.13675572,0.12820091,0.0285368,0.0228737,0.00395161,0.00314205,0.000445,0.00023135,0.45791364,0.45322113,-0.00469251
25,2.5257,0.0,0.0,0.0,0.0,0.0,0.0,5.9e-07,0.0,0.04654596,0.03208428,0.19203525,0.21213456,0.13876109,0.13634453,0.03044213,0.02541257,0.00415206,0.00342529,0.00043613,0.00022627,0.41237321,0.40962749,-0.00274572
26,3.5428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01482441,0.00552799,0.17027927,0.19651521,0.14657204,0.14723461,0.03418349,0.02943298,0.00459724,0.00387784,0.00044746,0.00023214,0.3709039,0.38282077,0.01191687
27,4.9695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00345197,0.00035321,0.12187851,0.13564364,0.15595588,0.15705235,0.04030536,0.03497818,0.00536773,0.00450016,0.00048424,0.00024994,0.32744369,0.33277748,0.00533379
28,6.9709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00084649,4.56e-06,0.06543151,0.0560203,0.15711995,0.16212995,0.04926511,0.04284778,0.00655744,0.00539131,0.00055215,0.00028548,0.27977265,0.26667937,-0.01309328
29,9.7781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019321,0.0,0.02232923,0.00919648,0.13811911,0.15161217,0.06121132,0.05271284,0.00828206,0.00654571,0.00065762,0.00033832,0.23079255,0.22040553,-0.01038702
30,13.7158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.347e-05,0.0,0.00350389,0.00032154,0.09869995,0.11831673,0.07522746,0.0647928,0.01066494,0.00807547,0.00080757,0.00041579,0.18893729,0.19192234,0.00298505
31,19.2394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5e-06,0.0,0.00015895,7.3e-07,0.0565833,0.0658477,0.08824854,0.07713676,0.01384861,0.00998515,0.00101497,0.00052031,0.15985889,0.15349065,-0.00636824
32,26.9872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7e-07,0.0,1.83e-06,0.0,0.02539336,0.02072043,0.09415728,0.08706642,0.01795806,0.01247361,0.00130631,0.00067053,0.13881741,0.12093099,-0.01788642
33,37.8553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8e-08,0.0,3e-08,0.0,0.00797374,0.00248448,0.08600928,0.08848999,0.02278513,0.01557727,0.00170982,0.00087876,0.11847809,0.1074305,-0.01104759
34,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,0.00180355,5.987e-05,0.06366769,0.07530114,0.02729377,0.0192706,0.00224306,0.001162,0.09500809,0.09579362,0.00078553
35,73.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004785,9e-08,0.03674449,0.04768715,0.02938013,0.02309926,0.00290919,0.00153061,0.06951232,0.07231712,0.0028048
36,97.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020024,0.0,0.01759009,0.02144906,0.027792,0.0258437,0.00361231,0.00193911,0.04919464,0.04923186,3.722e-05
37,121.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010958,0.0,0.00807038,0.00742759,0.02410983,0.02698639,0.00425385,0.00234606,0.03654365,0.03676003,0.00021638
38,145.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.778e-05,0.0,0.00383076,0.00200882,0.01999029,0.0265773,0.00480721,0.00273292,0.02869603,0.03131904,0.00262301
39,168.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.627e-05,0.0,0.00205039,0.0004296,0.01640006,0.02496485,0.00530212,0.00312769,0.02379883,0.02852214,0.00472331
40,192.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.519e-05,0.0,0.00130777,7.343e-05,0.0137068,0.02260902,0.00582777,0.0035732,0.02087753,0.02625565,0.00537812
41,216.5375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.879e-05,0.0,0.00096468,1.01e-05,0.01165862,0.01990611,0.00639081,0.00413551,0.01904291,0.02405171,0.0050088
42,240.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.39e-05,0.0,0.00076815,1.1e-06,0.00988416,0.01676005,0.00689881,0.00472039,0.01757502,0.02148153,0.00390651
43,264.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.984e-05,0.0,0.00063813,1e-07,0.00831403,0.01356754,0.00732191,0.00532795,0.0162939,0.01889559,0.00260169
44,287.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.643e-05,0.0,0.00054388,1e-08,0.00694278,0.01055834,0.00765425,0.00595559,0.01515735,0.01651394,0.00135659
45,311.6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36e-05,0.0,0.00047116,0.0,0.00576262,0.00787532,0.00789407,0.00658,0.01414145,0.01445533,0.00031388
46,335.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.127e-05,0.0,0.00041277,0.0,0.00476168,0.00568355,0.00804363,0.00722822,0.01322934,0.01291177,-0.00031757
47,359.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.34e-06,0.0,0.00036467,0.0,0.00392468,0.00394586,0.00810877,0.00789257,0.01240747,0.01183843,-0.00056904
48,382.9625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.76e-06,0.0,0.00032434,0.0,0.0032341,0.00263534,0.00809831,0.00856266,0.0116645,0.011198,-0.0004665
49,406.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45e-06,0.0,0.00028992,0.0,0.0026704,0.00169954,0.00802001,0.00923985,0.01098678,0.01093939,-4.739e-05
50,430.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38e-06,0.0,0.00026029,0.0,0.00221617,0.00105968,0.00788863,0.00993265,0.01037047,0.01099233,0.00062186
51,454.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48e-06,0.0,0.00023454,0.0,0.00185348,0.00063617,0.007717,0.01062884,0.00980951,0.01126501,0.0014555
52,478.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75e-06,0.0,0.00021199,0.0,0.00156573,0.00036826,0.0075174,0.01132393,0.00929887,0.01169219,0.00239332
53,501.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14e-06,0.0,0.00019212,0.0,0.00133826,0.00020585,0.00730143,0.01201568,0.00883494,0.01222154,0.0033866
54,525.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63e-06,0.0,0.00017457,0.0,0.00115841,0.00011157,0.00707906,0.01271238,0.00841467,0.01282395,0.00440928
55,549.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21e-06,0.0,0.00015901,0.0,0.00101558,5.832e-05,0.00685794,0.01341126,0.00803474,0.01346959,0.00543485
56,573.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86e-06,0.0,0.00014518,0.0,0.00090118,2.944e-05,0.00664338,0.01411014,0.0076916,0.01413958,0.00644798
57,596.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57e-06,0.0,0.00013285,0.0,0.00080845,1.436e-05,0.00643872,0.01480729,0.00738159,0.01482165,0.00744006
58,620.7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34e-06,0.0,0.00012183,0.0,0.00073223,6.77e-06,0.00624581,0.01550108,0.0071012,0.01550785,0.00840665
59,644.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14e-06,0.0,0.00011197,0.0,0.00066861,3.1e-06,0.00606539,0.01620057,0.00684711,0.01620367,0.00935656
60,668.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7e-07,0.0,0.0001031,0.0,0.00061463,1.37e-06,0.0058967,0.01690347,0.00661541,0.01690484,0.01028943
61,692.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3e-07,0.0,9.512e-05,0.0,0.00056822,5.9e-07,0.00573967,0.01760075,0.00640385,0.01760133,0.01119748
62,715.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1e-07,0.0,8.793e-05,0.0,0.00052786,2.4e-07,0.00559409,0.018291,0.0062106,0.01829125,0.01208065
63,739.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1e-07,0.0,8.143e-05,0.0,0.00049237,1e-07,0.00545898,0.01897274,0.00603339,0.01897284,0.01293945
64,763.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3e-07,0.0,7.554e-05,0.0,0.00046084,4e-08,0.00533319,0.019644,0.00587009,0.01964404,0.01377395
65,787.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6e-07,0.0,7.018e-05,0.0,0.00043256,1e-08,0.0052153,0.0203017,0.0057185,0.02030171,0.01458321
66,810.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-07,0.0,6.527e-05,0.0,0.00040692,1e-08,0.00510338,0.02096081,0.00557598,0.02096082,0.01538484
67,834.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5e-07,0.0,6.074e-05,0.0,0.00038341,0.0,0.00499503,0.02159951,0.00543954,0.02159951,0.01615997
68,858.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-07,0.0,5.654e-05,0.0,0.00036164,0.0,0.0048884,0.02220056,0.00530689,0.02220057,0.01689368
69,882.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-07,0.0,5.265e-05,0.0,0.00034144,0.0,0.00478342,0.0227626,0.00517777,0.02276261,0.01758484
70,906.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-07,0.0,4.907e-05,0.0,0.00032276,0.0,0.00468159,0.02329152,0.00505366,0.02329152,0.01823786
71,929.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-07,0.0,4.58e-05,0.0,0.00030559,0.0,0.00458443,0.02379492,0.00493603,0.02379492,0.01885889
72,953.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-07,0.0,4.282e-05,0.0,0.00028983,0.0,0.00449261,0.024278,0.00482545,0.024278,0.01945255
73,977.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-07,0.0,4.01e-05,0.0,0.00027536,0.0,0.00440616,0.02474346,0.0047218,0.02474346,0.02002165
74,1001.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5e-07,0.0,3.763e-05,0.0,0.00026206,0.0,0.0043248,0.02519417,0.00462464,0.02519417,0.02056953
