,hPa,LBL_g1,PAR_g1,LBL_g2,PAR_g2,LBL_g3,PAR_g3,LBL_g4,PAR_g4,LBL_g5,PAR_g5,LBL_g6,PAR_g6,LBL_g7,PAR_g7,LBL_g8,PAR_g8,LBL_g9,PAR_g9,LBL_g10,PAR_g10,LBL_tot,PAR_tot,PAR - LBL
10,0.0158,0.0,0.0,0.13382142,0.03089089,2.51062041,3.6653525,1.13589869,0.96623662,0.26104392,0.19973237,0.00997663,0.0099021,0.04260929,0.03084812,0.00512754,0.00385827,0.00063241,0.00047224,7.824e-05,4.098e-05,4.09980854,4.9073341,0.80752556
11,0.0221,0.0,0.0,0.04514069,0.00311274,1.70465913,2.5793056,1.09432232,0.96318736,0.26385876,0.20339983,0.01088204,0.01083625,0.04314398,0.03132181,0.00522161,0.00393962,0.00064338,0.0004822,7.936e-05,4.163e-05,3.16795126,3.795627,0.62767574
12,0.031,0.0,0.0,0.01258771,0.00012999,1.10071269,1.5742481,1.03850237,0.95520705,0.26693847,0.20774684,0.01210462,0.01205481,0.04375678,0.0318669,0.00533133,0.00403375,0.00065621,0.00049364,8.06e-05,4.232e-05,2.48067077,2.7858234,0.30515263
13,0.0435,0.0,0.0,0.00283652,1.61e-06,0.67589238,0.78767488,0.9677954,0.94101463,0.2705229,0.21330465,0.01377942,0.01375417,0.0445009,0.03254592,0.00546656,0.00415152,0.00067207,0.00050784,8.209e-05,4.31e-05,1.98154823,1.9929983,0.01145007
14,0.0611,0.0,0.0,0.00048624,0.0,0.4013657,0.29935028,0.89692648,0.92972476,0.27926649,0.22352845,0.01635288,0.01630388,0.04618745,0.03394079,0.00576085,0.00438886,0.00070694,0.000537,8.575e-05,4.503e-05,1.64713877,1.507819,-0.13931977
15,0.0856,0.0,0.0,5.043e-05,0.0,0.23768139,0.07721386,0.84519661,0.9342109,0.30141885,0.24500862,0.02061728,0.02056839,0.05038016,0.03717793,0.00647168,0.0049343,0.00079319,0.00060596,9.56e-05,5.033e-05,1.46270518,1.3197703,-0.14293488
16,0.1201,0.0,0.0,1.86e-06,0.0,0.1385099,0.01129823,0.79130058,0.92687375,0.33481159,0.27644409,0.02696585,0.02680992,0.05713677,0.04220275,0.00761909,0.00578739,0.00093761,0.00071687,0.00011243,5.932e-05,1.35739568,1.2901923,-0.06720338
17,0.1685,0.0,0.0,1e-08,0.0,0.07718013,0.00072956,0.70681806,0.86713142,0.37179394,0.31310697,0.03561825,0.03526244,0.06565986,0.04840247,0.00909161,0.00685543,0.00113024,0.00085919,0.00013498,7.094e-05,1.26742707,1.2724184,0.00499133
18,0.2364,0.0,0.0,0.0,0.0,0.03945883,1.476e-05,0.58994461,0.73609516,0.40969674,0.35401908,0.04738119,0.04658126,0.07627325,0.05599227,0.01097375,0.00818448,0.00138552,0.00104069,0.00016513,8.587e-05,1.17527904,1.2020136,0.02673456
19,0.3315,0.0,0.0,0.0,0.0,0.01588173,6e-08,0.44809848,0.53521501,0.44389145,0.39718085,0.06334957,0.0617737,0.08943162,0.06535188,0.01339539,0.00985325,0.00172531,0.0012741,0.0002058,0.00010513,1.07597937,1.070754,-0.00522537
20,0.4651,0.0,0.0,0.0,0.0,0.00370727,0.0,0.29806282,0.30481056,0.46621793,0.43862739,0.08487407,0.08243322,0.1055704,0.07731274,0.01652328,0.0120384,0.00217871,0.00158922,0.00026104,0.00013192,0.9773955,0.91694344,-0.06045206
21,0.6524,0.0,0.0,0.0,0.0,0.0003146,0.0,0.16483841,0.11827577,0.46576171,0.46957906,0.11352529,0.11063251,0.12511416,0.09368553,0.02058705,0.01516276,0.00278617,0.00206312,0.00033661,0.00017704,0.893264,0.80957579,-0.08368821
22,0.9151,0.0,0.0,0.0,0.0,4.72e-06,0.0,0.07025879,0.02519384,0.42568795,0.46423716,0.1486725,0.14581965,0.14433049,0.11132779,0.02507197,0.01860679,0.0034696,0.00258665,0.00042118,0.00022314,0.8179172,0.76799503,-0.04992217
23,1.2836,0.0,0.0,0.0,0.0,0.0,0.0,0.02052377,0.00222951,0.34117345,0.39623632,0.18493066,0.18293245,0.15261682,0.12342747,0.02776468,0.02102697,0.00385589,0.00292531,0.0004579,0.00023855,0.73132318,0.72901657,-0.00230661
24,1.8006,0.0,0.0,0.0,0.0,0.0,0.0,0.00326909,6.197e-05,0.24078546,0.28407874,0.22073041,0.22309221,0.15318475,0.13224313,0.02888751,0.02292536,0.00395685,0.00314301,0.00044506,0.00023135,0.65125912,0.66577577,0.01451665
25,2.5257,0.0,0.0,0.0,0.0,0.0,0.0,0.00020889,3.6e-07,0.14684504,0.16321771,0.25280938,0.26111242,0.15812409,0.1431804,0.03089301,0.02550437,0.00415875,0.00342695,0.0004362,0.00022627,0.59347536,0.59666848,0.00319312
26,3.5428,0.0,0.0,0.0,0.0,0.0,0.0,7.7e-06,0.0,0.07142494,0.06730754,0.26453442,0.28667936,0.17062191,0.15904933,0.03478022,0.02960336,0.00460606,0.00388082,0.00044754,0.00023215,0.54642279,0.54675256,0.00032977
27,4.9695,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-07,0.0,0.02572822,0.01608421,0.23642769,0.26909744,0.18951171,0.17763911,0.04117857,0.03530747,0.00538076,0.00450569,0.00048436,0.00024994,0.49871156,0.50288387,0.00417231
28,6.9709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00799538,0.00157891,0.16957304,0.19233127,0.20861814,0.19803301,0.05074749,0.04351921,0.00658011,0.00540203,0.00055232,0.00028548,0.44406648,0.44114992,-0.00291656
29,9.7781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00274753,3.396e-05,0.09108161,0.08174237,0.21436809,0.21103991,0.0641126,0.05412246,0.00832827,0.0065672,0.00065792,0.00033832,0.38129602,0.35384422,-0.0274518
30,13.7158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087531,5e-08,0.03111094,0.01428112,0.19013036,0.20607667,0.08140631,0.06782285,0.01077033,0.00812005,0.00080818,0.0004158,0.31510143,0.29671654,-0.01838489
31,19.2394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023325,0.0,0.00501865,0.00054208,0.13680397,0.16827972,0.10148262,0.08358493,0.01410477,0.01007937,0.00101631,0.00052033,0.25865956,0.26300643,0.00434687
32,26.9872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.431e-05,0.0,0.00028468,1.48e-06,0.07967877,0.1011827,0.12024652,0.10037203,0.01859744,0.01267806,0.00130945,0.00067057,0.22017116,0.21490484,-0.00526632
33,37.8553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.238e-05,0.0,9.83e-06,0.0,0.03682157,0.03547006,0.12886816,0.11392754,0.02436561,0.01602817,0.00171752,0.00087884,0.19179507,0.1663046,-0.02549047
34,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-06,0.0,7.2e-07,0.0,0.01238322,0.0049846,0.11770342,0.11792348,0.03099688,0.02027323,0.00226225,0.00116218,0.16334959,0.14434349,-0.0190061
35,73.8875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9e-07,0.0,1e-07,0.0,0.00344026,0.00015715,0.0879263,0.10446193,0.03699437,0.02526944,0.00295604,0.00153104,0.13131796,0.13141957,0.00010161
36,97.6625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-07,0.0,2e-08,0.0,0.00131895,6.1e-07,0.05652877,0.076393,0.03996342,0.02990259,0.00371103,0.00194,0.10152251,0.1082362,0.00671369
37,121.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4e-07,0.0,1e-08,0.0,0.00073448,0.0,0.03415046,0.04779668,0.03954109,0.03345057,0.00443015,0.00234766,0.07885633,0.08359491,0.00473858
38,145.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7e-08,0.0,0.0,0.0,0.00047117,0.0,0.01988319,0.02592001,0.03681171,0.03574134,0.00508807,0.00273551,0.06225422,0.06439687,0.00214265
39,168.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-08,0.0,0.0,0.0,0.0003294,0.0,0.01152778,0.01230938,0.03311921,0.03688159,0.00571629,0.00313161,0.05069271,0.05232257,0.00162986
40,192.7625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-08,0.0,0.0,0.0,0.00025203,0.0,0.0069698,0.00516487,0.02964096,0.03716273,0.00641213,0.00357892,0.04327495,0.04590652,0.00263157
41,216.5375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-08,0.0,0.0,0.0,0.00020639,0.0,0.00452016,0.00192956,0.02661584,0.03691328,0.00718995,0.00414378,0.03853236,0.04298662,0.00445426
42,240.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,0.00017294,0.0,0.00313786,0.00063448,0.02373323,0.03558431,0.00795394,0.00473201,0.03499798,0.0409508,0.00595282
43,264.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,0.00014628,0.0,0.00232989,0.00018524,0.02099757,0.03347685,0.00867009,0.00534387,0.03214384,0.03900596,0.00686212
44,287.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,0.00012442,0.0,0.00183688,4.803e-05,0.01846166,0.03074006,0.00932731,0.0059769,0.02975027,0.03676499,0.00701472
45,311.6375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-08,0.0,0.0,0.0,0.00010618,0.0,0.00151671,1.105e-05,0.01614819,0.02746507,0.00991605,0.00660787,0.02768714,0.03408399,0.00639685
46,335.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08e-05,0.0,0.00129331,2.28e-06,0.01406217,0.02410504,0.01042872,0.00726407,0.025875,0.0313714,0.0054964
47,359.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.776e-05,0.0,0.00112667,4.2e-07,0.01219844,0.02067209,0.01085976,0.007938,0.02426263,0.02861051,0.00434788
48,382.9625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.668e-05,0.0,0.00099567,7e-08,0.01054656,0.01731843,0.01120585,0.00861939,0.02281476,0.02593788,0.00312312
49,406.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.724e-05,0.0,0.00088847,1e-08,0.0090901,0.01422469,0.0114614,0.00930977,0.02149721,0.02353447,0.00203726
50,430.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.923e-05,0.0,0.00079873,0.0,0.00781873,0.01147389,0.0116311,0.01001791,0.02029779,0.02149181,0.00119402
51,454.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.243e-05,0.0,0.00072226,0.0,0.00671753,0.0090532,0.01171916,0.01073172,0.01920138,0.01978493,0.00058355
52,478.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.666e-05,0.0,0.00065626,0.0,0.00577097,0.00699489,0.01173193,0.01144682,0.01819582,0.0184417,0.00024588
53,501.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.175e-05,0.0,0.0005988,0.0,0.00496362,0.00529812,0.01167846,0.01216113,0.01727263,0.01745925,0.00018662
54,525.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.759e-05,0.0,0.00054842,0.0,0.00427991,0.00395111,0.01156931,0.01288318,0.01642523,0.01683429,0.00040906
55,549.3875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.405e-05,0.0,0.000504,0.0,0.00370434,0.00288727,0.01141511,0.0136104,0.01564749,0.01649766,0.00085017
56,573.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.103e-05,0.0,0.00046461,0.0,0.00322198,0.00206892,0.01122579,0.01434074,0.0149334,0.01640966,0.00147626
57,596.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.845e-05,0.0,0.00042946,0.0,0.00281895,0.0014547,0.01101043,0.01507264,0.01427729,0.01652734,0.00225005
58,620.7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.623e-05,0.0,0.00039795,0.0,0.00248272,0.00100421,0.0107771,0.01580462,0.01367401,0.01680883,0.00313482
59,644.4875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.433e-05,0.0,0.00036956,0.0,0.00220222,0.0006821,0.01053278,0.01654612,0.01311888,0.01722822,0.00410934
60,668.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.269e-05,0.0,0.00034381,0.0,0.00196759,0.00045537,0.01028196,0.01729501,0.01260604,0.01775039,0.00514435
61,692.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.126e-05,0.0,0.00032041,0.0,0.00177081,0.00029834,0.01003011,0.01804228,0.01213259,0.01834062,0.00620803
62,715.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002e-05,0.0,0.00029909,0.0,0.00160515,0.00019191,0.00978191,0.01878666,0.01169617,0.01897856,0.00728239
63,739.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95e-06,0.0,0.0002796,0.0,0.00146483,0.00012126,0.00953995,0.01952674,0.01129333,0.01964799,0.00835466
64,763.3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01e-06,0.0,0.00026173,0.0,0.00134506,7.529e-05,0.00930579,0.02026066,0.0109206,0.02033595,0.00941535
65,787.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18e-06,0.0,0.00024529,0.0,0.00124192,4.595e-05,0.0090798,0.02098534,0.01057419,0.02103129,0.0104571
66,810.9125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46e-06,0.0,0.00023007,0.0,0.00115208,2.762e-05,0.00886083,0.02171641,0.01024943,0.02174403,0.0114946
67,834.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81e-06,0.0,0.00021587,0.0,0.00107279,1.632e-05,0.00864641,0.0224314,0.00994088,0.02244772,0.01250684
68,858.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24e-06,0.0,0.00020255,0.0,0.00100193,9.48e-06,0.00843463,0.02311238,0.00964435,0.02312186,0.01347751
69,882.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73e-06,0.0,0.00019007,0.0,0.00093819,5.41e-06,0.00822626,0.02375772,0.00935925,0.02376313,0.01440388
70,906.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29e-06,0.0,0.00017846,0.0,0.00088078,3.04e-06,0.0080244,0.02437337,0.00908793,0.0243764,0.01528847
71,929.7875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89e-06,0.0,0.00016774,0.0,0.00082909,1.68e-06,0.00783194,0.02496713,0.00883267,0.02496881,0.01613614
72,953.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54e-06,0.0,0.00015787,0.0,0.00078248,9.2e-07,0.0076502,0.02554437,0.00859409,0.02554528,0.01695119
73,977.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23e-06,0.0,0.0001488,0.0,0.00074031,4.9e-07,0.00747926,0.02610786,0.0083716,0.02610835,0.01773675
74,1001.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96e-06,0.0,0.00014044,0.0,0.000702,2.6e-07,0.00731866,0.02666061,0.00816405,0.02666087,0.01849682
